isin,nemo,frecuencia,moneda
ISHARES JPM EM L GOV BND UCITS,ISHARES JPM EM L GOV BND UCITS,Nap,USD
GAM STAR DISRUPTIVE GROWTH,GAM STAR DISRUPTIVE GROWTH,Nap,USD
HEALTH CARE SELECT SECTOR SPDR,HEALTH CARE SELECT SECTOR SPDR,Nap,USD
AC ORD GRUPO INV SURAMERICANA,AC ORD GRUPO INV SURAMERICANA,Nap,COP
JPM ASIA GROWTH I ACC USD,JPM ASIA GROWTH I ACC USD,Nap,USD
DWS INVEST LATIN AMERICAN EQS,DWS INVEST LATIN AMERICAN EQS,Nap,USD
CONSUMER STAPLES SELECT SPDR,CONSUMER STAPLES SELECT SPDR,Nap,USD
PAT07PA00014,BHI,Nap,COP
ROBECO QI EMER CONSERVATIVE EQ,LU0943624824,Nap,USD
US195325BM66,US195325BM66,SV,USD
LU0943624824,LU0943624824,Nap,USD
SCHRODER ISF GL SUSTAINABLE GR,SCHRODER ISF GL SUSTAINABLE GR,Nap,USD
BAILLIE GIFFORD CHINA FUND,BAILLIE GIFFORD CHINA FUND,Nap,USD
BAILLIE GIFFORD EME MKT LEAD,BAILLIE GIFFORD EME MKT LEAD,Nap,USD
BNP PARIBAS DISRUPTIVE TECHNO,BNP PARIBAS DISRUPTIVE TECHNO,Nap,USD
UTILITIES  SELECT SECTOR SPDR,UTILITIES  SELECT SECTOR SPDR,Nap,USD
AC ORD GRUPO NUTRESA,AC ORD GRUPO NUTRESA,Nap,COP
MS GLOBAL BRANDS FUND CLASS Z,MS GLOBAL BRANDS FUND CLASS Z,Nap,USD
ROBECO CHINESE A-SHARES EQ,ROBECO CHINESE A-SHARES EQ,Nap,USD
BNP PARIBAS CHINA EQUITY,BNP PARIBAS CHINA EQUITY,Nap,USD
JPM CHINA FUND I,JPM CHINA FUND I,Nap,USD
ISHARES MSCI CHINA A UCITS ETF,ISHARES MSCI CHINA A UCITS ETF,Nap,USD
ISHARES LATIN AMERICA 40 ETF,ISHARES LATIN AMERICA 40 ETF,Nap,USD
ISHARES MSCI BRAZIL,ISHARES MSCI BRAZIL,Nap,USD
MS ASIA OPPORTUNITY FUND,MS ASIA OPPORTUNITY FUND,Nap,USD
SCHRODER ISF GREATER CHINA C A,SCHRODER ISF GREATER CHINA C A,Nap,USD
FIDELITY EUROPEAN DYNAMIC GROW,FIDELITY EUROPEAN DYNAMIC GROW,Nap,EUR
ISHARES CORE S&P 500 ETF,ISHARES CORE S&P 500 ETF,Nap,USD
ISHARES CORE MSCI EME MARKETS,ISHARES CORE MSCI EME MARKETS,Nap,USD
ISHARES MSCI EM SRI ETF,ISHARES MSCI EM SRI ETF,Nap,USD
JPM JAPAN EQUITY FUND I ACC,JPM JAPAN EQUITY FUND I ACC,Nap,USD
ISHARES MSCI USA QUALITY FACT,ISHARES MSCI USA QUALITY FACT,Nap,USD
ISHARES MSCI WORLD SRI ETF,ISHARES MSCI WORLD SRI ETF,Nap,EUR
AB STANDARD SICAV I CHINA A,AB STANDARD SICAV I CHINA A,Nap,USD
JPM EMERGING MARKETS EQUITY I,JPM EMERGING MARKETS EQUITY I,Nap,USD
SCHRODER ISF ASIAN OPPOR C ACC,SCHRODER ISF ASIAN OPPOR C ACC,Nap,USD
ISHARES EM LOCAL GOVT ETF,ISHARES EM LOCAL GOVT ETF,Nap,USD
ROBECO QI EME MARKETS ACT EQ I,ROBECO QI EME MARKETS ACT EQ I,Nap,USD
OSSIAM SHILLER BRLYCAPE US ETF,OSSIAM SHILLER BRLYCAPE US ETF,Nap,USD
FEP5 FB HORIZONS C SEL,FEP5 FB HORIZONS C SEL,Nap,COP
ISHARES TIPS BONDS ETF,ISHARES TIPS BONDS ETF,Nap,USD
BNP PARIBAS US GROWTH,BNP PARIBAS US GROWTH,Nap,USD
SCHRODER ISF US LARGE CAP C AC,SCHRODER ISF US LARGE CAP C AC,Nap,USD
ISHARES 3-7 YEAR TREASURY BOND,ISHARES 3-7 YEAR TREASURY BOND,Nap,USD
ISHARES MSCI BRAZIL UCITS,ISHARES MSCI BRAZIL UCITS,Nap,USD
SCHRODER ISF JAPANESE EQ C ACC,SCHRODER ISF JAPANESE EQ C ACC,Nap,JPY
DWS INVEST LATIN AMERICAN FC50,DWS INVEST LATIN AMERICAN FC50,Nap,EUR
JANUS HENDERSON CONT EUR I ACC,JANUS HENDERSON CONT EUR I ACC,Nap,EUR
JPM GLOBAL SUSTAINABLE EQUITY,JPM GLOBAL SUSTAINABLE EQUITY,Nap,USD
WELL STRAT EUR EQ-S EUR AC,WELL STRAT EUR EQ-S EUR AC,Nap,EUR
ISHARES MSCI EME MARKETS ASIA,ISHARES MSCI EME MARKETS ASIA,Nap,USD
FIDELITY FUNDS JP VAL-IA  JPY,FIDELITY FUNDS JP VAL-IA  JPY,Nap,JPY
BGF CONT EUR FLX-I2,BGF CONT EUR FLX-I2,Nap,EUR
TIPF0 TIV COLOMBIANA,TIPF0 TIV COLOMBIANA,MV,COP
ISHARES CORE MSCI JAPAN IMI,ISHARES CORE MSCI JAPAN IMI,Nap,USD
TIPF0 TITULARICE,TIPF0 TITULARICE,MV,COP
COTJ1PA00016,COTJ1PA00016,Nap,COP
PIMCO GIS EMERG LCL BD,PIMCO GIS EMERG LCL BD,Nap,USD
VONTOBEL EM DEBT,VONTOBEL EM DEBT,Nap,USD
REAL STATE SELECT SECTOR SPDR,REAL STATE SELECT SECTOR SPDR,Nap,USD
ABERDEEN EM LOCAL DEBT,ABERDEEN EM LOCAL DEBT,Nap,USD
JPM GLOBAL REI ESG UCITS ETF,JPM GLOBAL REI ESG UCITS ETF,Nap,USD
JPM US REI ESG UCITS ETF,JPM US REI ESG UCITS ETF,Nap,USD
ISHARES MSCI MEXICO ETF,ISHARES MSCI MEXICO ETF,Nap,USD
COT80CH03207,INST070339A,MV,COP
COR6APT00231,FEP5 FCP 4G DEUDA INFR COL,Nap,COP
PIMCO EM MKTS BD,PIMCO EM MKTS BD,NAp,USD
NB EM DBT HRD CCY,NB EM DBT HRD CCY,NAp,USD
JANUS B-BBB CLO ETF,JANUS B-BBB CLO ETF,Nap,USD
NB CLO INCOME FUND,NB CLO INCOME FUND,Nap,USD
ISHARES SEMICONDUCTOR ETF,ISHARES SEMICONDUCTOR ETF,Nap,USD
ISHARES EDGE MSCI USA MOMENT,ISHARES EDGE MSCI USA MOMENT,Nap,USD
JPM DIVERSIFIED RET EM EQUIT,JPM DIVERSIFIED RET EM EQUIT,Nap,USD
ABERDEN GLOBAL EM AEMINIA,ABERDEN GLOBAL EM AEMINIA,Nap,USD
BGF JAPAN FLEXIBLE EQUITY FUND,BGF JAPAN FLEXIBLE EQUITY FUND,Nap,JPY
FIDELITY ASIA PACIFIC OPP FUND,FIDELITY ASIA PACIFIC OPP FUND,Nap,USD
DIMENSIONAL EM CORE EQUITY FUN,DIMENSIONAL EM CORE EQUITY FUN,Nap,EUR
BLACKROCK SYSTEMATIC CHINA,BLACKROCK SYSTEMATIC CHINA,Nap,USD
ISHARES MSCI TAIWAN ETF,ISHARES MSCI TAIWAN ETF,Nap,USD
ISHARES MSCI UNITED KINGDOM,ISHARES MSCI UNITED KINGDOM,Nap,USD
ISHARES MSCI EMR MRK EX CHINA,ISHARES MSCI EMR MRK EX CHINA,Nap,USD
INVESCO S&P 500 EQUAL WEIGHT,INVESCO S&P 500 EQUAL WEIGHT,Nap,USD
ISHARES S&P 500 COMMUNICATION,ISHARES S&P 500 COMMUNICATION,Nap,USD
ISHARES S&P 500 IT SECTOR,ISHARES S&P 500 IT SECTOR,Nap,USD
ISHARES S&P 500 CONSUMER DISCR,ISHARES S&P 500 CONSUMER DISCR,Nap,USD
JP MORGAN BETABUILDERS EUR ETF,JP MORGAN BETABUILDERS EUR ETF,Nap,USD
JP MORGAN BETABUILDERS JAP ETF,JP MORGAN BETABUILDERS JAP ETF,Nap,USD
INVESCO GR CHINA EQ-SACC USD,INVESCO GR CHINA EQ-SACC USD,Nap,USD
INVESCO ASIAN FUND UK D ACC,INVESCO ASIAN FUND UK D ACC,Nap,GBP
INVESCO GLOBAL EME MARKETS,INVESCO GLOBAL EME MARKETS,Nap,GBP
INVESCO GR CHINA EQ-SACC USD,INVESCO GR CHINA EQ-SACC USD,Nap,USD
INVESCO ASIAN FUND UK D ACC,INVESCO ASIAN FUND UK D ACC,Nap,GBP
INVESCO GLOBAL EME MARKETS,INVESCO GLOBAL EME MARKETS,Nap,GBP
FIRST TRUST SMID CAP RISING,FIRST TRUST SMID CAP RISING,Nap,USD
JP MORGAN US QUALITY FACTOR,JP MORGAN US QUALITY FACTOR,Nap,USD
BODF0 ECOPETROL,BODF0 ECOPETROL,SV,USD
ISHARES EXPANDED TECH-SOFTWARE,ISHARES EXPANDED TECH-SOFTWARE,Nap,USD
ISHARES CORE S&P MID CAP ETF,ISHARES CORE S&P MID CAP ETF,Nap,USD
INVESCO NASDAQ 100 ETF,INVESCO NASDAQ 100 ETF,Nap,USD
FIDELITY GLOBAL TECHNOLOGY,FIDELITY GLOBAL TECHNOLOGY,Nap,USD
ISHARES RUSSELL 1000 GROWTH,ISHARES RUSSELL 1000 GROWTH,Nap,USD
MS INVESTMENT FUNDS EMERG LEAD,MS INVESTMENT FUNDS EMERG LEAD,Nap,USD
INVESCO S&P 500 GARP ETF,INVESCO S&P 500 GARP ETF,Nap,USD
INVESCO CHINA TECHNOLOGY ETF,INVESCO CHINA TECHNOLOGY ETF,Nap,USD
ISHARES GLOBAL TECH ETF,ISHARES GLOBAL TECH ETF,Nap,USD
MONEDA LATAM CORPORATE CREDIT,MONEDA LATAM CORPORATE CREDIT,Nap,USD
BODF0 GRUPO NUTRESA,BODF0 GRUPO NUTRESA,SV,USD
AC ORD EXITO,AC ORD EXITO,NAp,COP
ISHARES RUSSELL 2000 ETF,ISHARES RUSSELL 2000 ETF,Nap,USD
AC ORD TERPEL SA,AC ORD TERPEL SA,NAp,COP
IE000NG9LZQ6,IE000NG9LZQ6,Nap,USD
MONEDA LATAM HIGH YIELD CREDIT,MONEDA LATAM HIGH YIELD CREDIT,Nap,USD
AC ORD MINEROS,AC ORD MINEROS,NAp,COP
ISHARES GOLD TRUST ETF,ISHARES GOLD TRUST ETF,Nap,USD
AC PREF DAVIVIENDA GROUP,AC PREF DAVIVIENDA GROUP,NAp,COP
ISHARES MSCI GLOBAL GOLD MIN,ISHARES MSCI GLOBAL GOLD MIN,NAp,USD
ISHARES MSCI INDIA ETF,ISHARES MSCI INDIA ETF,NAp,USD
ISHARES MSCI SOUTH KOREA ETF,ISHARES MSCI SOUTH KOREA ETF,Nap,USD
FED5 FCP ATLAS CAP RESOURCES V,FED5 FCP ATLAS CAP RESOURCES V,Nap,USD
FEE5 FCP CAPVEST EQUITY VI,FEE5 FCP CAPVEST EQUITY VI,Nap,USD
GLOBAL X DEFENSE TECH,GLOBAL X DEFENSE TECH,Nap,USD
